read_core_id	read_align_strand	rna_strand	read_length	primer_type	genome_align_start	genome_align_end	primer_score	polyA_type	f_primer_type	f_primer_start	f_align_end	r_primer_type	r_primer_start	r_align_start
50dfb7d9-44c0-4c20-ad10-18549a2a23e5,chr3,6556204,6556859	+	-	704	R-F	121	658	1	T	R	1	50	F	1	658
81512554-4541-4205-a124-7ea24f243ea6,chr3,6556204,6556507	+	-	424	R-F	99	388	1	T	R	1	48	F	1	391
82751eac-a1fb-489d-b245-20410b7d4d17,chr3,6556204,6557126	+	-	959	R-F	121	920	1	T	R	1	49	F	1	921
b38b5d6d-5eea-4305-b87c-d50bbb6c6a8b,chr3,6556204,6557938	+	-	1402	R-UF	131	1357	2	T	R	1	52	UF	2	1358
bb6af999-fe82-4dd1-99f8-1094b80c9ddf,chr3,6556204,6557938	+	-	1883	R-F	107	1842	1	T	R	1	48	F	1	1843
bd8015c4-e634-4eb1-9209-46d98658bf8b,chr3,6556204,6556464	+	-	416	R-F	112	367	1	T	R	1	49	F	1	368
c03e7d08-0970-4487-9c12-4bf63279fcc1,chr3,6556204,6557938	+	-	1456	R-F	129	1436	1	T	R	1	48	F	1	1437
c5cc0309-90f3-4a10-87b4-231a294ccb35,chr3,6556204,6556493	+	-	464	R-F	140	424	1	T	R	1	51	F	1	425
d7cec9a4-3c1a-4c92-b6dc-1a7a6a90e49c,chr3,6556204,6557187	+	-	1120	R-F	109	1078	1	T	R	2	49	F	1	1079
dea19981-dfad-47d9-aff2-c1d915be090b,chr3,6556204,6556355	+	-	339	R-F	145	296	1	T	R	1	49	F	1	297
e8b2a818-324c-4dae-8ac8-0e7a17f2b0cd,chr3,6556204,6557938	+	-	1462	N-F	101	1416	5	T	N	-1	122	F	1	1418
e9296195-c58b-47e1-8951-d52c7539eead,chr3,6556204,6557938	+	-	1501	R-F	133	1459	1	T	R	1	50	F	1	1460
e9d4cb7d-c4d5-42a7-b5eb-f375b1baf15c,chr3,6556204,6556500	+	-	431	R-F	97	388	1	T	R	1	50	F	1	389
ec47a459-ff33-40cf-9cd1-5fe8e3c2e4e8,chr3,6556204,6557627	+	-	1064	R-F	105	1020	1	T	R	1	49	F	1	1021
edfa8192-227b-4a12-9f6c-5b376f64466f,chr3,6556204,6557187	+	-	1125	R-F	101	1080	1	T	R	1	48	F	1	1081
ff31f25c-fdd9-43b0-8c9b-fc3340964a7c,chr3,6556204,6557938	+	-	1486	R-F	114	1440	1	T	R	2	48	F	1	1442
0a58f4de-2a4f-41c2-a136-f9c36b1a2921,chr3,6556204,6557937	-	-	1756	F-R	59	1671	1	A	F	1	57	R	1	1724
2b69848d-861a-45ae-a300-4172f16b77ae,chr3,6556204,6557938	-	-	1456	F-R	61	1378	1	A	F	1	59	R	1	1423
3c8486ea-ec7d-4707-88db-382c71d6a52f,chr3,6556204,6557354	-	-	1292	UF-N	60	1201	5	A	UF	7	53	N	-1	1180
3cf06e8f-7c16-43fa-819b-d4e59da95eea,chr3,6556204,6556737	-	-	560	F-N	58	477	5	A	F	1	58	N	-1	456
45f1446f-5c7e-429d-baa9-e82ede8c66df,chr3,6556204,6556511	-	-	451	F-R	59	366	1	A	F	1	58	R	1	419
47bee816-cef7-489c-9cc0-af0b0f63fe16,chr3,6556204,6557360	-	-	2925	F-R	58	1209	1	A	F	1	57	R	1	1257
4aad5ef4-f6fb-41ae-9595-dcc359543374,chr3,6556204,6557938	-	-	1463	UF-R	48	1382	2	A	UF	6	44	R	1	1426
4b7937d3-d710-4e5d-bd68-537830b1205d,chr3,6556204,6557938	-	-	1470	F-R	58	1382	1	A	F	1	57	R	1	1435
6cece8fa-3f90-411e-a0ce-01f30b83d3d0,chr3,6556204,6557257	-	-	1185	F-R	59	1089	1	A	F	1	58	R	1	1149
6d038b3f-6330-47b6-a86f-0c0e3c980741,chr3,6556204,6557126	-	-	4470	F-R	59	868	1	A	F	1	58	R	1	916
9466e959-d9b0-44ed-9e7a-5e447c1e67f3,chr3,6556204,6557179	-	-	1014	UF-R	59	922	2	A	UF	12	46	R	1	977
b66ec4c3-2982-4756-8194-39aaeaaa6ba0,chr3,6556204,6556734	-	-	565	UF-R	55	473	2	A	UF	11	46	R	1	529
b877abae-74e0-4ae4-af08-7e2a9643fc89,chr3,6556204,6557187	-	+	1576	F-F	58	1035	5	T	F	1	57	F	1	1532
b87c92d6-68ac-4249-a2dd-b6403d4743f1,chr3,6556204,6556735	-	-	573	UF-R	62	479	2	A	UF	12	47	R	1	535
c3bc0339-9e13-4be2-900d-96957881d2b1,chr3,6556204,6557938	-	-	1482	UF-R	58	1390	2	A	UF	5	51	R	1	1446
c5de9e8c-743a-41e2-8da5-66991cfc67ad,chr3,6556204,6557880	-	-	1454	UF-R	65	1364	2	A	UF	6	55	R	1	1417
e1afa26e-b5df-40c0-9b34-0dae181239b6,chr3,6556204,6557883	-	-	1427	N-R	58	1343	2	A	N	-1	79	R	1	1394
ea48a51c-0927-4c84-87f4-fa9d2e3020c4,chr3,6556204,6557938	-	-	1749	F-R	64	1664	1	A	F	1	62	R	1	1716
ff53a727-edf5-43f7-bae4-2aa87410c31f,chr3,6556204,6556401	-	-	344	UF-R	58	256	2	A	UF	2	57	R	1	311
1d07c00a-fc9e-4d4f-bb96-5312342968a5,chr3,6556205,6557940	+	-	1465	R-F	103	1421	1	T	R	1	50	F	1	1422
30fcb869-f487-4b97-a036-c3900daf115d,chr3,6556205,6556671	+	-	575	R-UF	105	546	2	T	R	1	50	UF	4	559
4d8c6c66-58ef-49ca-9650-fffbc74d4aec,chr3,6556205,6557183	+	-	1029	R-F	107	989	1	T	R	1	48	F	1	990
87221470-3df2-46ae-81df-cb6b5588bbe3,chr3,6556205,6557939	+	-	2379	R-F	115	1318	1	T	R	1	50	F	1	1320
8ba59a87-8f54-42fa-b1b8-50c8eff2c8a4,chr3,6556205,6557938	+	-	1494	R-F	123	1451	1	T	R	1	54	F	1	1453
8e5b346b-4d95-42ff-be29-c231885648a8,chr3,6556205,6557939	+	-	1352	N-F	87	1309	5	T	N	-1	108	F	1	1311
cbf1f9bd-a863-4774-8619-965adb85e534,chr3,6556205,6556504	+	-	426	N-F	81	383	5	T	N	-1	102	F	1	384
18ccfcb2-aaa3-4f31-94ca-962ed9066925,chr3,6556205,6557939	-	-	1403	F-R	56	1290	1	A	F	1	54	R	1	1366
9441d800-4465-4e52-a9db-5dcf60ba8ae8,chr3,6556205,6557258	-	-	1164	UF-R	56	1077	2	A	UF	6	49	R	1	1125
b3188d5f-4a8c-4192-ba93-52411d3aa123,chr3,6556205,6557936	-	-	1482	UF-R	61	1393	2	A	UF	3	56	R	1	1445
d910a48a-c38d-41c3-8f20-b1ea1c2edfdb,chr3,6556205,6557928	-	-	1390	F-R	67	1272	1	A	F	1	57	R	1	1352
fb679a48-6671-487b-b00b-a45671f737a4,chr3,6556205,6557936	-	-	1445	F-R	62	1372	1	A	F	1	59	R	2	1409
126a18f3-05a5-4d7a-a80c-02276b666bf2,chr3,6556206,6557875	+	-	1429	R-F	115	1382	1	T	R	1	51	F	1	1388
4e6002c1-2526-48a7-8fdc-68c82112f49d,chr3,6556206,6557883	+	-	1403	R-F	127	1362	1	T	R	7	45	F	1	1364
7a7faebb-7068-40d2-90c2-45b9c7614936,chr3,6556206,6557434	+	-	847	R-F	97	804	1	T	R	2	45	F	1	805
7cacdb8d-8b7f-451d-b6d7-6addb043290c,chr3,6556206,6557724	+	-	1297	R-F	147	1255	1	T	R	1	50	F	1	1256
abcf012c-d1e2-4b1f-9961-fb4181f7b639,chr3,6556206,6557905	+	-	1355	N-F	70	1312	5	T	N	-1	91	F	1	1319
b0b1dbce-dce0-4328-8b40-7dc2337ecdcc,chr3,6556206,6557125	+	-	1071	R-F	127	1028	1	T	R	1	49	F	1	1028
c7cf9085-f2b2-43d2-bfc3-c2ea733c7ec2,chr3,6556206,6557886	+	-	1452	R-F	128	1407	1	T	R	1	50	F	1	1408
f601b153-19bf-4eaf-bc1a-63b1403060aa,chr3,6556206,6556645	+	-	551	R-N	100	508	2	T	R	1	46	N	-1	487
168b0c22-1db2-4b43-836e-ed131f909211,chr3,6556206,6557717	-	-	1247	UF-R	66	1152	2	A	UF	9	50	R	1	1211
4ae151b7-08a4-4b2f-872c-6f4e1d3d3ba2,chr3,6556206,6557938	-	-	1834	UF-R	63	1750	2	A	UF	15	46	R	1	1794
5034d61e-a68a-4cd6-b95b-c27f8babdb4d,chr3,6556206,6557724	-	-	1243	F-R	60	1159	1	A	F	1	59	R	3	1212
656da3a7-92e4-48fc-a86e-9019a13e36ad,chr3,6556206,6557930	-	-	1493	F-R	75	1410	1	A	F	1	64	R	1	1460
b3ddf3c4-d5c5-405f-9e4f-562841c4d48b,chr3,6556206,6557883	-	-	1411	F-R	63	1325	1	A	F	1	61	R	3	1380
dee7c79c-7df4-4598-9fcf-26cc07379dfa,chr3,6556206,6557883	-	-	1397	F-N	59	1327	5	A	F	1	56	N	-1	1306
30637f04-96df-421d-9273-855bfaa7dd9a,chr3,6556207,6556785	+	-	606	R-F	87	563	1	T	R	2	47	F	1	564
3f2dac16-c083-46ff-8509-3a8f76572a9e,chr3,6556207,6556869	+	-	765	N-UF	91	722	5	T	N	0	111	UF	2	723
6e30591b-6f5b-4dec-81e0-d8608c97cef4,chr3,6556207,6556493	+	-	475	R-F	142	430	1	T	R	2	50	F	1	431
b4b2fc8d-7473-49bd-b12c-a3878f28f2bb,chr3,6556207,6556785	+	-	646	R-F	155	624	1	T	R	3	45	F	1	625
df009492-439c-4ca7-9a0f-61133524dbc3,chr3,6556207,6556493	+	-	474	R-F	148	429	1	T	R	1	50	F	1	430
1de11ad9-0089-4d78-9afd-88d8d9198f77,chr3,6556207,6557938	-	-	1319	N-R	55	1249	2	A	N	-1	76	R	1	1283
1e585fbd-6ee5-4163-ac98-199c41df14f4,chr3,6556207,6556785	-	-	630	F-R	58	528	1	A	F	1	57	R	1	597
35476ca8-4b4c-46a8-9bb2-f749dbe17cd5,chr3,6556207,6557840	-	-	1680	F-R	58	1575	1	A	F	1	56	R	1	1644
45e29901-9127-4a25-899b-e8aa742287c3,chr3,6556207,6557670	-	-	1194	F-R	58	1105	1	A	F	1	59	R	1	1160
46731420-bf6e-472f-bb66-359dbb2a00fa,chr3,6556207,6556785	-	-	638	F-R	58	525	1	A	F	1	57	R	1	600
620cc13d-9857-4f7b-9c92-8d2a0b11d90c,chr3,6556207,6556786	-	-	694	UF-R	60	627	2	A	UF	15	44	R	2	666
72d1076a-47bf-4b01-871d-024e1f9aa3c3,chr3,6556207,6557938	-	-	1416	F-R	59	1333	1	A	F	1	57	R	1	1378
a3634024-c57d-46e2-859c-801ea7326d4d,chr3,6556207,6557938	-	-	1476	F-R	58	1369	1	A	F	1	56	R	1	1441
c39b5618-afde-4dd4-abd5-e52248dcdac9,chr3,6556207,6556795	-	-	623	UF-R	60	549	2	A	UF	7	55	R	1	590
dbc7db1d-2bb0-47a5-abe4-2aefef0f8b3b,chr3,6556207,6557840	-	-	1646	UF-N	62	1573	5	A	UF	7	53	N	-1	1552
dcb88311-039f-4c89-9fe2-70c581cb77d1,chr3,6556207,6557935	-	-	1481	F-R	62	1377	1	A	F	1	58	R	1	1444
1068ee66-884f-4a87-aa4b-e7bb2937db1a,chr3,6556208,6557938	+	-	1446	R-F	116	1427	1	T	R	1	49	F	1	1428
9e2146bd-1ac6-47f4-acc0-6cbc2de57ad1,chr3,6556208,6557938	+	-	1351	R-F	124	1309	1	T	R	1	44	F	1	1310
e7e85c6b-9a60-43ac-ad19-68884a78061b,chr3,6556208,6557938	+	-	2038	R-F	703	1995	1	T	R	3	653	F	1	1997
fc393c1f-c6d5-4c19-af33-12c28f662add,chr3,6556208,6557938	+	-	1379	R-F	109	1334	1	T	R	8	44	F	1	1336
00b55a95-17a2-409f-af93-f16869762ca8,chr3,6556208,6556609	-	-	595	F-R	79	479	1	A	F	1	58	R	1	560
0815e6d1-6414-46b2-8ecd-124bf8732ed7,chr3,6556208,6556875	-	-	817	F-R	64	725	1	A	F	1	61	R	1	784
2e584b41-2be8-4a8b-9974-e91fd2fd92b0,chr3,6556208,6557925	-	-	1443	UF-R	72	1363	2	A	UF	12	47	R	1	1408
7c2599ba-0c56-469a-a96c-57adc8e691f9,chr3,6556208,6556820	-	-	673	UF-N	72	547	5	A	UF	3	59	N	-1	526
81462923-3401-46c0-b09a-4fc2b1016fba,chr3,6556208,6557840	-	-	1260	F-R	59	1146	1	A	F	1	58	R	1	1224
87cec87a-88ac-4ada-8afe-c226a1331f83,chr3,6556208,6557485	-	-	1423	F-R	58	1336	1	A	F	1	58	R	1	1391
9d3b36c8-b8f5-4194-925d-848dd4075bb2,chr3,6556208,6557933	-	-	1322	F-N	71	1275	5	A	F	1	62	N	-1	1254
b3353d55-df06-4386-9c0a-8cbab0f71f78,chr3,6556208,6557071	-	-	871	F-R	58	806	1	A	F	1	58	R	1	838
d0d07d48-e85b-495a-92b5-901be9744efa,chr3,6556208,6557857	-	-	1422	UF-N	76	1332	5	A	UF	13	45	N	0	1312
e6dd8eed-466b-40ad-b16b-499e86cb353b,chr3,6556208,6556797	-	-	719	F-R	59	641	1	A	F	1	58	R	1	686
edba1575-cce0-4214-99ed-449e60a6f2d9,chr3,6556208,6557915	-	+	1344	N-N	73	1283	5	T	N	-1	94	N	-1	1262
f4102a79-cd19-407c-8e40-eba22b4929cd,chr3,6556208,6557937	-	-	1445	UF-R	60	1362	2	A	UF	6	54	R	1	1412
49ecf84e-167c-4490-a780-c3b42c7f67a2,chr3,6556209,6557938	+	-	1717	N-F	100	1675	5	T	N	-1	121	F	1	1677
5d61c5ed-fbe4-476d-a7d2-b455af2a0378,chr3,6556209,6556869	+	-	716	R-F	121	675	1	T	R	2	48	F	1	676
236c3f7c-8987-4e97-95e6-e6075cb13cb1,chr3,6556209,6557938	-	-	1466	UF-R	63	1375	2	A	UF	5	55	R	1	1425
a151dd4f-6de1-4de5-a664-ef873d638295,chr3,6556209,6556869	-	-	685	F-R	61	602	1	A	F	1	60	R	1	650
a90c508a-349a-4620-9422-fc742e49e6e2,chr3,6556209,6557938	-	-	1474	F-R	58	1370	1	A	F	1	56	R	1	1436
e53f629e-50b9-438e-a331-5128eb93413a,chr3,6556209,6557938	-	-	1849	F-R	59	1768	1	A	F	1	58	R	1	1814
28dc6620-b14c-4f91-abfe-cf4fbf6fd28e,chr3,6556210,6556912	+	-	883	R-F	144	837	1	T	R	1	52	F	1	838
30469022-21cc-4c80-829a-59a85dda39a0,chr3,6556210,6556370	+	-	322	R-F	132	290	1	T	R	2	48	F	1	290
e5c12dfe-866a-4e76-b276-dc05842d63f2,chr3,6556210,6556869	+	-	699	R-F	121	655	1	T	R	2	49	F	1	656
1de13e45-9942-4891-aee0-e4ae9211a77a,chr3,6556210,6557935	-	-	1453	F-R	66	1371	1	A	F	1	62	R	1	1418
5ccdc962-0747-495b-9788-9004f2bb5e09,chr3,6556210,6557818	-	-	1391	UF-N	60	1246	5	A	UF	15	45	N	-1	1225
af3c7a5a-cbf4-4621-aff2-9181d1addb7c,chr3,6556210,6557748	-	-	1187	N-R	27	1124	2	A	N	0	47	R	3	1156
d23491e6-6635-428a-bc49-c95e498ebc9c,chr3,6556210,6557935	-	-	1466	F-R	66	1373	1	A	F	1	63	R	1	1429
d44d7e76-c4ca-47c7-88c5-0388862f1c1e,chr3,6556210,6557938	-	-	1437	N-R	57	1352	2	A	N	-1	78	R	1	1404
e97d7055-b315-4ebe-a543-a381b1815f69,chr3,6556210,6557913	-	-	1417	F-N	78	1331	5	A	F	1	60	N	-1	1310
e30b20e3-fc72-4fcd-891f-77ad45d6cdd1,chr3,6556211,6557938	+	-	1775	R-F	125	1732	1	T	R	3	48	F	1	1734
1ff51aca-c26f-42c7-b13d-ee518fc1251d,chr3,6556211,6557938	-	-	1347	F-R	60	1250	1	A	F	1	59	R	4	1316
6c78c6c2-297f-47fe-9965-780d53a0cfa7,chr3,6556211,6557599	-	-	1429	N-R	393	1360	2	A	N	-1	414	R	1	1394
76000db3-04d6-470a-810b-f696965e78db,chr3,6556211,6557938	-	-	1365	F-R	69	1263	1	A	F	1	68	R	1	1331
a25706e9-97bb-411e-b512-90aa2a37024f,chr3,6556212,6557916	+	-	1879	N-F	138	1837	5	T	N	-1	159	F	1	1838
afa740c3-042e-4f76-96f8-950b407b9440,chr3,6556212,6557884	+	-	2458	R-F	108	1673	1	T	R	2	46	F	1	1674
ea2e8cef-bb59-451d-89dd-fc79e1f4bc58,chr3,6556212,6557938	+	-	1269	N-F	1	1225	5	T	N	-1	22	F	1	1226
fc2abdf7-be3f-422c-b4cf-748a37700132,chr3,6556212,6556493	+	-	460	R-F	140	418	1	T	R	2	51	F	1	419
b6c49a8e-c217-43e6-aa6c-51f44b7b39b7,chr3,6556212,6557938	-	-	1456	UF-R	59	1367	2	A	UF	15	43	R	1	1426
3869e5f2-8cfe-4cf8-b4b0-ab47e28da7fe,chr3,6556213,6557883	+	-	1711	R-F	102	1665	1	T	R	1	52	F	1	1667
d114cac6-1791-4d3f-8605-3e5ed3128eaf,chr3,6556213,6556500	-	-	917	UF-N	59	314	5	A	UF	15	42	N	-1	293
d1d84592-814d-40c0-b047-1c2c74bbf783,chr3,6556213,6556497	-	+	419	N-N	62	326	5	T	N	0	82	N	-1	305
111dbfed-6835-4203-b7f9-e3941718b5a3,chr3,6556214,6556962	-	-	859	F-R	56	798	1	A	F	1	55	R	1	823
0cc60aee-4557-4f49-8d88-54ca9243c653,chr3,6556215,6557670	+	-	1191	R-F	116	1151	1	T	R	1	49	F	1	1150
47488cd2-7c1f-4510-b5e9-36982ff845f6,chr3,6556215,6556961	+	-	875	R-F	96	832	1	T	R	1	50	F	1	834
48dbee69-1c9f-4049-b86f-3d24d25feb74,chr3,6556215,6557938	+	-	1439	R-F	116	1402	1	T	R	3	45	F	1	1403
af91218a-3f18-4398-9f9b-0d4cf24fc969,chr3,6556215,6557938	+	-	2620	R-F	1286	2577	1	T	R	1	1253	F	1	2579
bc95734d-a024-4c2b-9c74-903ea04c4b49,chr3,6556215,6557938	+	-	1451	R-F	89	1407	1	T	R	3	49	F	1	1408
1a41c626-7c1b-4067-834d-5c76927b8470,chr3,6556215,6557883	-	+	1218	N-N	58	1186	5	T	N	-1	79	N	0	1166
88575164-4250-433b-8d59-4e68f794e8cf,chr3,6556215,6557938	-	-	1443	F-R	60	1382	1	A	F	1	58	R	1	1410
fc47ce63-c3e6-4407-8b21-963b0365b395,chr3,6556218,6556628	+	-	553	R-F	110	512	1	T	R	2	49	F	1	513
14f49910-c0b0-442c-9a64-eb7129c2f8ac,chr3,6556218,6556830	-	-	690	F-N	57	553	5	A	F	1	56	N	-1	532
97049acf-fde4-454d-ae40-3698b4c53dac,chr3,6556220,6557164	+	-	943	R-N	96	897	2	T	R	1	46	N	-1	876
9bff13ad-acf2-4e88-919e-4c98ea267b6f,chr3,6556220,6557181	+	-	1012	R-F	118	968	1	T	R	2	46	F	1	969
7544d18f-7056-47e7-bd13-ecf2159dbd8e,chr3,6556220,6557181	-	-	1004	F-R	60	915	1	A	F	1	59	R	1	968
9a09f040-8536-464f-97a7-ca2d52214e5c,chr3,6556221,6557249	-	-	1145	N-R	61	1048	2	A	N	-1	82	R	2	1109
02022482-e8c1-471b-a530-12fdb59ed2d4,chr3,6556222,6557938	+	-	1432	R-F	74	1388	1	T	R	2	47	F	1	1389
1adba060-8e67-420a-b934-2b9943225003,chr3,6556222,6557181	-	-	1029	F-R	61	932	1	A	F	1	60	R	1	994
3facf817-7e87-4cb6-a495-a7975346211e,chr3,6556222,6556894	-	+	817	N-N	83	714	5	T	N	-1	104	N	-1	693
5c74e4ce-a391-4a2c-ae37-e51353e1abbd,chr3,6556222,6557938	-	-	1295	UF-N	59	1220	5	A	UF	5	52	N	-1	1199
76bb98f0-4bcd-4e0d-bc5f-d547fcef42d9,chr3,6556222,6557935	-	-	1350	F-R	63	1272	1	A	F	1	59	R	1	1317
9b90523e-1de8-4f26-ac81-da8e3f01234b,chr3,6556222,6557149	-	-	1110	N-R	72	972	2	A	N	-1	93	R	1	1072
c11cc887-f9af-4966-ac3e-53f5bd251735,chr3,6556223,6557181	-	-	1016	F-R	58	925	1	A	F	1	57	R	1	977
ae32496e-90e3-4ee4-b9e3-948a2daf0a3a,chr3,6556225,6556460	+	-	326	R-N	95	325	2	T	R	1	50	N	0	305
0e7b6729-3a45-4557-89a0-2069e18e9584,chr3,6556225,6557938	-	-	1683	UF-N	58	1585	5	A	UF	2	57	N	-1	1564
03f87311-3ba7-4ea3-968c-1207bd02eb94,chr3,6556227,6557883	+	-	1792	R-F	117	1772	1	T	R	1	52	F	1	1774
47c80219-d3cf-47e8-b7e1-b1bf6c2093c5,chr3,6556227,6557883	+	-	1823	R-F	123	1776	1	T	R	1	51	F	1	1779
863b91a2-7cd7-456e-bb79-d8468ea578c0,chr3,6556227,6557880	-	-	1784	F-R	64	1704	1	A	F	1	59	R	1	1751
664e7ca7-4749-41d3-905b-2d9c900f1382,chr3,6556229,6557867	-	-	1351	UF-N	72	1274	5	A	UF	2	57	N	-1	1253
967da22a-6c32-4af2-8cc8-af034a74da6d,chr3,6556230,6557935	-	-	1832	F-R	57	1751	1	A	F	1	53	R	1	1796
047b3ca9-c716-48b8-a3f1-8ec6c4c80f7d,chr3,6556235,6557932	+	-	1371	R-F	141	1321	1	T	R	1	50	F	1	1327
0534a3da-63c9-41b0-9930-1d1120bda71b,chr3,6556235,6557883	+	-	1293	R-F	106	1248	1	T	R	1	50	F	1	1250
0a062b94-7908-49e3-92bb-b16cee3d0701,chr3,6556235,6557755	+	-	1163	R-F	124	1121	1	T	R	2	48	F	1	1122
0d5c5ea5-d01f-442b-8486-c350e6265aef,chr3,6556235,6557932	+	-	1340	R-F	93	1293	1	T	R	3	47	F	1	1299
15fd41ff-6026-48c6-a35c-57791a00c797,chr3,6556235,6557885	+	-	1382	R-F	95	1338	1	T	R	2	48	F	1	1339
332023f8-a248-47ee-9db6-7b9f4de2e8d7,chr3,6556235,6557938	+	-	1304	R-F	72	1258	1	T	R	1	45	F	1	1260
37cae1e8-7447-4b8e-a8fb-5e8ce0b46ece,chr3,6556235,6556548	+	-	484	R-UF	131	433	2	T	R	2	44	UF	4	445
39b433f2-7a37-4d40-8cb9-57c907cb84b8,chr3,6556235,6557938	+	-	1472	R-F	125	1430	1	T	R	1	50	F	1	1432
430e5476-a1ed-4e0a-9fff-f35ee15519f2,chr3,6556235,6557938	+	-	1861	R-F	136	1818	1	T	R	2	47	F	1	1820
4e39a19f-941c-4b1f-9d34-ff360e625323,chr3,6556235,6556923	+	-	4318	UF-F	3585	4274	4	T	UF	6	3015	F	1	4274
4fa2ee00-abd0-43a3-82d8-3cad77ae4503,chr3,6556235,6556572	+	-	490	R-F	105	441	1	T	R	2	49	F	1	449
5122840e-7be9-4462-a899-9dfeb88e42ef,chr3,6556235,6557938	+	-	1338	R-F	108	1295	1	T	R	1	48	F	1	1297
51a12f53-d86f-43ac-9f88-5004483522ab,chr3,6556235,6557938	+	-	1361	R-F	122	1320	1	T	R	1	49	F	1	1322
53840893-c1bd-4945-ac2f-04d93fb82790,chr3,6556235,6557938	+	-	1330	R-F	94	1283	1	T	R	7	42	F	1	1285
565b1784-dbca-4919-aaad-f6c092e8ede1,chr3,6556235,6556919	+	-	833	R-F	104	778	1	T	R	2	49	F	1	784
59aeacfc-0605-49a3-8e6b-d2772cf94850,chr3,6556235,6557938	+	-	1445	R-F	120	1299	1	T	R	1	50	F	1	1301
5c9ff602-d99c-4f9f-8a42-b227848b0b3f,chr3,6556235,6556923	+	-	735	R-F	115	690	1	T	R	1	53	F	1	691
6f19ee81-d8b3-4d4a-9f02-04cd66211fc2,chr3,6556235,6556705	+	-	609	R-F	103	564	1	T	R	2	50	F	1	565
726ed825-17d7-4827-83e9-470546d7c811,chr3,6556235,6557938	+	-	1826	R-F	100	1789	1	T	R	1	49	F	1	1790
739ca2a4-c10f-4bab-910c-44702e0ee849,chr3,6556235,6557939	+	-	1438	R-F	96	1396	1	T	R	1	49	F	1	1398
828af6d7-6a70-44d7-9333-1e9a7bbc70e4,chr3,6556235,6557755	+	+	1143	N-N	95	1104	5	A	N	-1	116	N	-1	1083
8469f89f-e55a-4bd1-9e41-db1d606c2730,chr3,6556235,6557938	+	-	1454	R-F	116	1409	1	T	R	1	48	F	1	1411
88553fe9-6866-43eb-a641-cc3cb60fb0d7,chr3,6556235,6556705	+	-	620	R-F	113	574	1	T	R	1	49	F	1	575
90c9439b-5422-43ba-8658-4141ee3e36a1,chr3,6556235,6556923	+	-	809	R-F	92	767	1	T	R	1	45	F	1	767
96afd141-e33e-45e3-b2bc-d4aece398958,chr3,6556235,6557934	+	-	1850	R-UF	119	1805	2	T	R	3	47	UF	5	1812
add12717-355a-4a0c-982b-c8cca3a48ce0,chr3,6556235,6557938	+	-	1319	R-F	81	1274	1	T	R	1	50	F	1	1276
b338759e-8aa4-4f70-9e29-2c93f6bb193d,chr3,6556235,6557755	+	-	1201	N-F	142	1159	5	T	N	-1	163	F	1	1160
c1b562f8-5977-45ba-af42-b482f8f9f9b3,chr3,6556235,6557938	+	-	1314	R-F	83	1269	1	T	R	1	45	F	1	1270
cce0bdf8-ebea-4524-8c30-348a0dea5f42,chr3,6556235,6557938	+	-	1728	R-F	106	1686	1	T	R	1	50	F	1	1687
cd84df39-374a-4868-8599-00cca14b5666,chr3,6556235,6557938	+	-	1331	N-F	96	1288	5	T	N	-1	117	F	1	1290
d47de96f-a019-4e9a-a174-e6d5a6b77deb,chr3,6556235,6557939	+	-	1451	R-F	105	1408	1	T	R	1	50	F	1	1410
d7ff2c7d-f7ab-4562-995f-6fbab9482eac,chr3,6556235,6556578	+	+	482	N-N	108	447	5	A	N	-1	129	N	-1	426
de963dd0-eba3-448d-a83e-768d23c70391,chr3,6556235,6557938	+	-	1887	R-F	127	1841	1	T	R	1	47	F	1	1843
f22bd2a1-0086-4e71-bcd1-1782425c1d9d,chr3,6556235,6557653	+	-	1144	N-F	86	1097	5	T	N	-1	107	F	1	1099
f2dca5ee-cb88-404e-ab51-37b7ed75b7b1,chr3,6556235,6556784	+	-	678	R-F	88	631	1	T	R	3	48	F	1	632
f36e11cb-09b4-4c5a-8017-f1c379dbb4a0,chr3,6556235,6557938	+	-	1456	R-F	112	1414	1	T	R	1	51	F	1	1415
f42c1ee2-99ca-4638-a3ba-2c6e68920af7,chr3,6556235,6557938	+	-	1395	R-N	106	1380	2	T	R	4	47	N	-1	1359
f7f559ec-a155-4140-82e3-e1c09573d6b5,chr3,6556235,6557910	+	-	1410	N-F	98	1365	5	T	N	-1	119	F	1	1367
fb93c60b-96ab-48a9-803c-c258f44f94ab,chr3,6556235,6557938	+	-	1477	N-F	140	1431	5	T	N	-1	161	F	1	1433
030197bc-8100-4056-be28-ffb06441d3e0,chr3,6556235,6557745	-	-	1134	F-R	65	1062	1	A	F	1	57	R	1	1104
05075d10-e7e1-47a9-9d3b-e1a1688a2da6,chr3,6556235,6557885	-	-	1374	F-R	59	1301	1	A	F	1	58	R	1	1338
070901ae-c8ab-43c7-973f-c8235d40ef31,chr3,6556235,6557935	-	-	1318	UF-R	65	1244	2	A	UF	15	44	R	1	1285
0a07fc86-4f9e-4302-bbce-a757e3227d9d,chr3,6556235,6556578	-	-	471	F-R	59	390	1	A	F	1	58	R	1	434
0aeda931-a290-454e-ac00-38562dcb36a5,chr3,6556235,6557935	-	-	1336	N-R	66	1251	2	A	N	-1	87	R	1	1300
0c7c0555-9982-4d9d-b013-8d3257361889,chr3,6556235,6557936	-	-	1308	F-N	62	1248	5	A	F	1	58	N	0	1228
