read_core_id	polya_start_raw	polya_end_raw	polya_start_base	polya_end_base	polya_length	polya_score	polya_type
cc90235a-c930-41a6-af7f-94651367b498,chr3,6556199,6557938	0	0	0	0	0.0	0.0	T
cf092ed0-5923-4dde-89ff-ed216e512349,chr3,6556199,6556344	5295	6295	86	141	118.63	987.5	T
cf736468-14ae-4a31-af29-b3fcf4c9d528,chr3,6556199,6557255	1605	1895	75	109	34.36	290.0	T
d237c05f-5649-4284-91d2-01375b68e071,chr3,6556199,6556561	760	1420	78	162	84.87	610.0	T
d2a6a2bf-1f30-4080-9cb3-1cfe9ba23c76,chr3,6556199,6557042	1765	2245	78	145	55.48	455.0	T
d2d13165-8874-4a00-af17-53eeef49e78b,chr3,6556199,6557938	1075	1355	73	113	34.0	280.0	T
d36d4709-2021-4be5-85b1-73a9973f60b7,chr3,6556199,6556435	1425	3375	70	83	192.55	1900.0	T
d7dd0f19-ec31-4596-a99a-e4d93d938de7,chr3,6556199,6557938	960	1305	79	106	38.11	345.0	T
d890f6af-ce9f-4601-9907-37e4be709938,chr3,6556199,6557042	1115	1595	74	127	55.5	467.5	T
dc511e34-22c0-49bc-aed7-6dac4ba76a7f,chr3,6556199,6557938	1430	3400	69	90	222.91	1857.5	T
df4e978d-c7d1-4a9e-bb7d-d21dd647f3cb,chr3,6556199,6557938	990	2810	65	80	225.38	1745.0	T
df553b6d-a466-410f-b64c-da74a1ae27c6,chr3,6556199,6556915	1215	2890	73	101	180.6	1487.5	T
e17496e1-abbb-46c6-9e09-3812e7befa68,chr3,6556199,6556500	1790	3210	79	84	151.56	1420.0	T
e41512f9-9f66-4acf-b566-899e8b98b505,chr3,6556199,6557938	1700	2100	72	132	46.09	400.0	T
e6406577-0319-470b-b632-47da41980545,chr3,6556199,6557939	0	0	0	0	0.0	0.0	T
e64fd62a-4609-4aed-a384-f6ef4ca1c510,chr3,6556199,6556912	910	1610	72	151	78.3	662.5	T
e9126246-154a-43e2-9281-77662281a69d,chr3,6556199,6556630	755	1030	78	118	33.6	275.0	T
f3bea4d8-4315-4ba1-a7ee-24a77cb0d87b,chr3,6556199,6556568	1775	2325	71	144	37.03	550.0	T
f5816ca9-914b-434b-bf9b-e07fb66f112b,chr3,6556199,6557939	1075	1425	77	133	39.2	350.0	T
f6c71ab5-a34f-4015-ab31-3a7a94fde5b8,chr3,6556199,6557134	0	0	0	0	0.0	0.0	T
fa95b04d-2eed-4a32-944d-3ed5a3230918,chr3,6556199,6556572	1505	3255	78	87	202.51	1750.0	T
0066174b-c019-4340-a73d-5a3653f677fc,chr3,6556199,6556881	6280	7625	624	671	157.79	1345.0	A
00d88de4-9002-42a2-81e2-268d214482b1,chr3,6556199,6556381	2800	3175	242	262	36.79	375.0	A
01626439-074e-406c-a6cf-a7a9a93d9547,chr3,6556199,6557938	16680	18130	1388	1399	148.37	1100.0	A
038c3ce8-c0e6-47e5-ad92-55d04cf8c9ef,chr3,6556199,6557938	14805	15520	1382	1427	77.92	715.0	A
03dc872c-0fa1-4152-9511-5431fc950e45,chr3,6556199,6556688	4585	4725	441	465	17.35	140.0	A
0436d331-e5d2-43de-8fe0-dfb6af5e4606,chr3,6556199,6557935	13635	13800	1280	1300	18.81	165.0	A
04b955c8-98a9-4115-bcdc-f4b027262d9b,chr3,6556199,6556873	0	0	0	0	0.0	0.0	A
060c55be-cbe5-4bb5-abe0-1031c16cfd42,chr3,6556199,6556688	5125	5285	433	460	17.08	160.0	A
0af63cfa-15c1-439b-b328-f1b30bb916d3,chr3,6556199,6556758	5745	6930	538	540	125.84	1185.0	A
0c05b428-e1df-47cf-b749-3a446d0e1107,chr3,6556199,6557883	12180	13560	1214	1240	161.21	1380.0	A
11874cc0-8643-49eb-abb3-2163d1f939be,chr3,6556199,6557932	20535	20875	1789	1811	35.11	340.0	A
13b8746d-b3cb-4d89-919d-ba71e48bf3ee,chr3,6556199,6557730	12325	13500	1181	1188	129.34	1162.5	A
171019dc-f0a4-4337-a10d-9d11bf42e8b5,chr3,6556199,6557938	14585	14685	1378	1393	11.13	100.0	A
186065b1-3869-4080-b743-6fe32e59a8d9,chr3,6556199,6556797	0	0	0	0	0.0	0.0	A
1923bc24-d748-414a-a5a7-f4de0fdf2cca,chr3,6556199,6557934	14765	14955	1382	1407	21.29	177.5	A
19acf025-b4b6-4ebf-bc7b-7c45ee55e0fb,chr3,6556199,6557933	14475	14640	1388	1411	17.75	152.5	A
19f909b3-d5fb-4298-9f23-6dfbc9c574d6,chr3,6556199,6557934	15640	15855	1389	1423	21.39	202.5	A
1a9c692b-bd20-4c2e-a5f2-0ad82227856c,chr3,6556199,6557936	0	0	0	0	0.0	0.0	A
1bf45f02-725d-4f99-aaf4-f7c4833eae18,chr3,6556199,6557938	18040	18175	1787	1806	15.29	135.0	A
1d1a3eb4-a2d0-47e5-a4b5-979dfeef40d7,chr3,6556199,6557356	11870	12445	1138	1179	65.4	575.0	A
1d4d0a58-2c16-4571-9e4a-98371ab9953a,chr3,6556199,6556771	5735	6370	593	639	77.36	597.5	A
1d71b84f-a822-4c2f-b71f-4b5d290032ee,chr3,6556199,6557938	17085	18425	1387	1410	135.59	1202.5	A
1e459435-90b9-40a6-bfc1-2fb99d7fe155,chr3,6556199,6556582	5630	5755	442	462	13.32	125.0	A
1f061152-9460-4bc5-b265-6028d81a693a,chr3,6556199,6557938	13730	13850	1690	1711	17.17	120.0	A
1f5e277e-5602-4bf5-9b8b-ac6f921ae630,chr3,6556199,6557883	0	0	0	0	0.0	0.0	A
20a4f59d-9e2d-4466-a506-e263e527d7bc,chr3,6556199,6557938	14535	14670	1397	1419	15.05	135.0	A
21ea1cc3-4e3b-419c-8812-20d4b4fcdcb1,chr3,6556199,6556452	5030	6145	316	319	110.44	1115.0	A
22882bbf-3cf0-4ef8-9543-3065c2cc9239,chr3,6556199,6557883	13175	13450	1358	1371	32.17	275.0	A
231981e9-bfc9-43c1-884f-a056f3d98109,chr3,6556199,6556777	7185	9445	634	644	230.46	2260.0	A
269dcf3c-2cbe-455d-ac3e-b2f3b822c26b,chr3,6556199,6557921	12845	13805	1368	1401	124.64	947.5	A
28b2949d-3d7c-448a-96ac-9d26b8b497ce,chr3,6556199,6557935	19055	20815	1408	1437	156.64	1735.0	A
2a53848f-b181-4893-aa19-cd1aaa9fc116,chr3,6556199,6557938	14120	14655	1281	1330	55.53	535.0	A
2c359d4a-35de-42e3-986e-e535a3f7b1bc,chr3,6556199,6557879	14630	14840	1348	1383	22.75	210.0	A
2ff34ed2-7b2b-4664-b632-71615a022bde,chr3,6556199,6556630	5875	5970	475	490	10.46	95.0	A
32f3a2b6-6501-4e9e-af7f-db46b7bcada6,chr3,6556199,6557938	13345	13495	1371	1396	17.28	150.0	A
373be6e0-886f-48a8-a29f-e4f4fac68f90,chr3,6556199,6557938	14395	15085	1420	1457	77.68	690.0	A
3e568a50-e3c8-4061-a3b6-f55ea3497c9c,chr3,6556199,6557938	21060	21405	1385	1405	38.26	345.0	A
3e7288ed-e508-481c-b629-030d9b17ea28,chr3,6556199,6556502	5155	5310	375	400	16.35	155.0	A
428e18ef-b5c4-4fec-8e90-2c7b932e315b,chr3,6556199,6557934	20295	20775	1759	1771	50.33	480.0	A
434710d3-f96d-4e53-8604-4e353bf5e00f,chr3,6556199,6557071	7825	9095	794	796	142.5	1270.0	A
44b9b6c2-ba0f-49d7-abfe-446540b63714,chr3,6556199,6556923	9595	9740	777	797	13.84	145.0	A
4835a401-144a-40cc-a08c-1a32250b5056,chr3,6556199,6557938	16860	18395	1376	1380	154.78	1535.0	A
4913dd19-ea4e-419d-b99f-23e25bcaf381,chr3,6556199,6557927	15290	15970	1378	1430	69.64	642.5	A
4b2caee1-3be7-4e0b-914e-3d51714f5d16,chr3,6556199,6557885	13135	14025	1223	1294	99.65	552.5	A
4be0a61b-9616-49ef-9f6a-9872453890e7,chr3,6556199,6557938	12810	12955	1283	1304	16.49	145.0	A
4cc6a809-1662-41bc-8e8d-f8968d64fef4,chr3,6556199,6557254	8890	9170	1019	1036	35.44	280.0	A
4cf01ee2-9208-45fa-84b1-4c5c4da51092,chr3,6556199,6556874	8500	8650	744	767	16.14	150.0	A
4cfaf484-e84f-4957-9ccc-de6d82b9e60d,chr3,6556199,6557938	13715	14600	1285	1329	96.33	885.0	A
4f03fb72-66fc-46b7-95e1-7aef40cc246b,chr3,6556199,6557764	11770	12285	1100	1135	56.7	515.0	A
5048386a-f8b8-4034-84f7-0ba646cd5ec5,chr3,6556199,6557938	13095	13280	1345	1372	22.66	185.0	A
50cdc32e-445d-4044-baa7-c0904e41c621,chr3,6556199,6557883	19125	19895	1707	1756	81.55	757.5	A
51aead10-4a4f-42ec-ac0c-f2459a8e8421,chr3,6556199,6557872	13075	16135	1204	1212	329.81	3035.0	A
51ff8d36-ceac-4fc4-9cc4-1ed0a11b7df3,chr3,6556199,6557935	20850	21800	2318	2356	118.93	950.0	A
52b890dd-139d-4f6f-8550-d3bf0af3493c,chr3,6556199,6557435	8745	9185	777	809	46.16	377.5	A
52fdbaa2-0b3b-4995-93dd-d40f8fef074f,chr3,6556199,6556674	6405	6525	528	549	13.17	120.0	A
54e41638-bf21-46b8-9d8a-627a06414d8c,chr3,6556199,6556963	10810	12360	818	846	140.62	1550.0	A
564313f0-611e-48fb-b510-9743d0b22b5a,chr3,6556199,6557938	15995	16130	1767	1791	16.98	135.0	A
5825f52e-ebff-405d-b78d-fb644fe469f8,chr3,6556199,6557938	12080	12795	1268	1319	82.79	665.0	A
591c6f41-35b8-46c6-9043-ee4a3bd4cbf1,chr3,6556199,6557937	13225	13805	1265	1274	64.47	580.0	A
5aa4f4fb-b7a9-47bc-ae31-4e3756888914,chr3,6556199,6557938	13165	13385	1378	1413	27.2	220.0	A
5d949687-a9a6-4201-b8cd-c9973e486e9c,chr3,6556199,6556859	7380	9045	602	652	174.2	1652.5	A
5dce3210-7ac4-4c19-9417-e93bdbe2fc85,chr3,6556199,6557434	9645	9765	779	797	12.19	120.0	A
5e9cc465-8024-496c-a643-a74e0baf0c1c,chr3,6556199,6557930	11695	11880	1221	1246	21.4	185.0	A
5f0fd874-c830-4e6c-b160-6b4e0b358f1b,chr3,6556199,6557883	13935	15060	1236	1253	117.31	1125.0	A
5f8e442c-248b-4568-ab1f-b777e558c0b5,chr3,6556199,6557938	13845	14000	1388	1412	17.58	155.0	A
5f9b77c4-2dd3-42e3-8aa7-400da30ec427,chr3,6556199,6557928	11385	12265	1259	1286	111.03	880.0	A
5fb57896-b902-4ce2-8496-209918c99847,chr3,6556199,6557937	15825	16595	1381	1416	77.49	745.0	A
61c9977b-ea87-4121-a95b-bf0c8e346c8c,chr3,6556199,6557938	12655	12785	1277	1297	14.61	130.0	A
658cf577-4e2c-429a-b9a2-e7442ed24957,chr3,6556199,6557938	13690	13925	1273	1278	26.39	235.0	A
6658e18b-127f-451f-b681-8bebd8b552e2,chr3,6556199,6557063	8535	9805	791	795	137.17	1270.0	A
6764c1af-7702-49dc-838d-6e062e7a3f5a,chr3,6556199,6557927	13895	15105	1280	1303	127.24	1210.0	A
6a532440-0e09-47ec-922a-48f686717cc5,chr3,6556199,6557929	11860	12230	1254	1282	45.2	370.0	A
6a7f266e-2f19-4d21-b3a2-94a33e152227,chr3,6556199,6557254	11095	11455	1108	1128	39.42	360.0	A
6b4650f8-11d5-4293-901e-65e393627898,chr3,6556199,6557938	12240	12390	1382	1406	19.0	150.0	A
6c0738a7-50a4-4326-8d4a-8324a56fd6c7,chr3,6556199,6557887	13385	13660	1331	1365	31.14	200.0	A
6c1e49b7-d06a-4565-9ea3-cc6dac56d53c,chr3,6556199,6557938	19065	20770	1382	1410	151.53	1142.5	A
6ee008fe-eb50-4643-ab58-c62e729d70f0,chr3,6556199,6557937	13645	14415	1277	1319	81.64	770.0	A
6f4d32bb-c934-413e-8c50-7e9346938e27,chr3,6556199,6557933	12425	12560	1283	1307	15.97	135.0	A
715c29ef-f5c6-4a49-a336-23ca5f9b18ce,chr3,6556199,6556873	8445	8820	720	734	37.28	375.0	A
71a8e32e-8598-4977-84c8-c0c2816d8daf,chr3,6556199,6557938	14800	14945	1391	1416	15.92	145.0	A
74ffe64d-db29-4719-b273-ea8e1d804765,chr3,6556199,6557938	15830	16775	1386	1429	98.63	945.0	A
78888532-61b2-4310-a276-e97d934687bf,chr3,6556199,6557885	12255	13055	1200	1273	91.51	537.5	A
7a7024ad-354b-4c4c-9bc9-df7061b409ca,chr3,6556199,6556923	10260	10830	810	838	58.83	570.0	A
7c465bb2-2232-4927-8bd2-463ec2b7e831,chr3,6556199,6557927	15575	16185	1372	1416	62.22	485.0	A
7d027137-4921-4e86-86c4-9e5570f47935,chr3,6556199,6557937	17450	17650	1386	1420	19.62	187.5	A
83aa2e5a-9036-4221-a1cc-3ffadb661c00,chr3,6556199,6557883	0	0	0	0	0.0	0.0	A
846db2b2-1e22-4b52-9c99-9ed304a0c358,chr3,6556199,6557933	11735	12375	1259	1297	83.0	640.0	A
84f827dd-8b0b-4a66-b1d3-de47e0d9f5fa,chr3,6556199,6556502	5000	5380	364	410	39.35	192.5	A
8670e6a2-76f4-4328-b869-afa1b89b9469,chr3,6556199,6556923	7855	7985	674	693	13.32	130.0	A
86736c01-2508-404e-b6e9-05a3c0eacc0d,chr3,6556199,6556767	6450	8090	616	634	184.15	1640.0	A
877b3a85-6ed8-471c-be62-4fd6c2303528,chr3,6556199,6557935	14280	15780	1285	1338	155.21	1500.0	A
87ead1f0-f2af-49cd-8844-31e75455eba4,chr3,6556199,6557886	18395	20365	1736	1753	217.15	1920.0	A
87fe599b-6d9b-4ed0-8e2c-1cb159889b15,chr3,6556199,6556511	4310	4715	382	405	45.1	405.0	A
89df297a-9666-4643-9da6-f477790b135c,chr3,6556199,6556797	7320	8565	651	654	129.69	1245.0	A
8a1d49d5-1a6a-4342-836a-0aeaa89bc4cc,chr3,6556199,6557883	18290	18440	1729	1752	16.12	150.0	A
8ab4b964-c85d-429e-a0d8-abf20c6f7631,chr3,6556199,6557935	0	0	0	0	0.0	0.0	A
8ad84f5c-26ee-4e1f-99d1-9d18a541c57f,chr3,6556199,6557938	14605	15345	1394	1433	81.51	740.0	A
8b13acb7-089b-493b-96fe-7e8019a7b9ba,chr3,6556199,6557938	14020	14180	1400	1425	18.33	160.0	A
8bfb80f2-e620-4c74-99a4-50c981a87d0a,chr3,6556199,6557931	15000	15795	1380	1390	88.5	795.0	A
8c90d01b-7724-4129-a7a4-612600b25c8d,chr3,6556199,6557885	18290	19665	1232	1293	111.73	1312.5	A
8cb0b8fa-1a45-45ca-9754-b0c487f31861,chr3,6556199,6557938	13745	13920	1382	1406	20.41	175.0	A
8cb8cbd5-0d0e-493b-9bee-752eb6e3ef72,chr3,6556199,6556830	6075	7335	562	599	136.41	1260.0	A
8d84aae6-3371-4b97-9dd3-3970aa630d10,chr3,6556199,6556737	17150	17810	1578	1631	79.83	635.0	A
8dbcf7f3-9f94-4708-b877-13ee37efef9d,chr3,6556199,6557934	11630	11900	1302	1312	33.45	257.5	A
8e3a47ab-9ee2-4368-9118-6baf3688d4d2,chr3,6556199,6556372	2425	3655	227	251	141.17	1230.0	A
8ff90902-023f-4373-bad1-7c9b07757a65,chr3,6556199,6557938	18935	19050	1783	1803	12.63	115.0	A
9017355f-e546-492f-9d5d-602e90624e27,chr3,6556199,6556963	8115	9205	699	779	114.83	1090.0	A
91183a43-5254-44e7-8dc8-f706b788940f,chr3,6556199,6557938	12415	12530	1270	1289	13.19	115.0	A
931113b7-14b7-4f80-8518-04eff678d679,chr3,6556199,6556963	9810	11590	813	843	197.57	1780.0	A
933114ae-e53a-4143-8621-364f170b2a93,chr3,6556199,6557884	18515	19120	1627	1636	60.56	605.0	A
93cf69b2-42b4-466e-a68b-8ca9eb960fd1,chr3,6556199,6556789	6385	7610	648	649	144.89	1225.0	A
95e3fbd7-c949-43ff-8c13-12a1d28fe2e8,chr3,6556199,6557886	9850	10130	1224	1264	38.59	155.0	A
988e4849-1257-49dc-85a5-8f69a3b5d0a6,chr3,6556199,6556869	7860	9200	715	739	144.96	1252.5	A
98f11ab4-dc5d-4ec1-a2f7-7ed726bbbef0,chr3,6556199,6556289	14285	15295	891	912	82.66	1010.0	A
990a92c5-b03e-47c1-adbf-79f300f63efc,chr3,6556199,6557938	13390	14195	1391	1427	99.31	805.0	A
995a75fe-6854-469f-8158-b0809415f1c7,chr3,6556199,6556786	7205	7510	646	663	32.65	292.5	A
9d872905-df19-44ed-807a-a1e603fc3c55,chr3,6556199,6557938	13415	13550	1377	1399	15.44	135.0	A
9eb8b358-8c10-4a79-b94a-9372bfd64603,chr3,6556199,6556783	5600	6925	527	595	149.08	1025.0	A
a09e6e0d-9ab3-40c2-bbc6-124e4132d62a,chr3,6556199,6556630	5390	5755	473	500	38.26	365.0	A
a164e685-6686-430e-a6a1-44cdb3fa1a9e,chr3,6556199,6556327	2635	2775	181	203	14.97	140.0	A
a271a8e5-ccec-4051-9abb-e3f851edf7dd,chr3,6556199,6556791	6685	6875	547	576	18.21	190.0	A
a28045dd-62cc-435a-a228-f79d80f9d26d,chr3,6556199,6557938	13365	13475	1388	1406	12.67	110.0	A
a4fc1427-804d-4545-a509-87c781d89eed,chr3,6556199,6557938	18640	18795	1355	1378	14.17	155.0	A
a6e70838-dc0d-4696-9866-36198c2e1eab,chr3,6556199,6556512	6255	6550	359	398	35.22	157.5	A
a7029bec-d8e8-4629-9fb7-f8c7c7c726bc,chr3,6556199,6557938	12395	12505	1358	1374	13.69	110.0	A
a85ea176-2364-4a37-916f-92a9cea160a2,chr3,6556199,6557938	13950	14620	1279	1325	72.88	670.0	A
a9e08144-848f-40a1-88d2-ad8ab0ee4dd7,chr3,6556199,6557938	14860	15045	1381	1411	19.97	185.0	A
a9edfd55-e513-4f06-811e-eca4213d82ce,chr3,6556199,6557935	12780	14095	1270	1287	145.75	1165.0	A
aa20e04b-b1a7-4f87-9f0f-2c8a79a579ca,chr3,6556199,6557935	11915	12030	1375	1394	15.13	115.0	A
ab56abd1-f115-4ce0-b5b3-0f6efad6a398,chr3,6556199,6557938	0	0	0	0	0.0	0.0	A
ab671df4-8ff6-4d6c-832e-55ea27f202b7,chr3,6556199,6556563	0	0	0	0	0.0	0.0	A
ab67ac95-a73e-4105-811b-70d7bac2f6de,chr3,6556199,6557938	15625	16560	1393	1441	95.72	910.0	A
ac4adfca-a610-4a0f-a904-c0c94833067f,chr3,6556199,6557885	12255	13080	1232	1280	94.73	825.0	A
ae8438f2-c1bb-496a-b91f-aaac85449a0f,chr3,6556199,6557938	14345	14505	1273	1293	16.72	160.0	A
aebd8753-f92d-4175-8d45-1bfe8f7c6e16,chr3,6556199,6556502	3750	6430	358	372	313.05	2680.0	A
afc126fc-689e-45c9-8bb1-483177f01359,chr3,6556199,6557886	36195	37245	3289	3321	114.28	1037.5	A
b0c1f822-efbb-48a8-90be-99f841a37eaf,chr3,6556199,6557923	14390	15670	1279	1320	138.17	1280.0	A
b1a27e3c-49e3-4e92-a75e-ddba8e949ae5,chr3,6556199,6557938	15290	15420	1414	1435	14.86	130.0	A
b3473258-44cd-4c4e-86cf-1abbf1716732,chr3,6556199,6557934	19050	19190	1774	1798	15.01	140.0	A
b353f077-bf6c-432b-a975-d29f2aabc074,chr3,6556199,6557938	14525	14845	1386	1407	37.09	320.0	A
b5264c09-d81d-44fe-9d1c-2f21b176bb1b,chr3,6556199,6557938	12650	13220	1268	1313	65.58	570.0	A
b5cfd770-4984-46ff-b306-4868e554a86b,chr3,6556199,6557938	14970	16630	1388	1390	185.53	1660.0	A
b69cf769-9bce-4b70-b07f-0dcbc511517f,chr3,6556199,6556331	0	0	0	0	0.0	0.0	A
b7469998-c25e-4253-bd4e-3dd93d3c6f7d,chr3,6556199,6556638	4525	4825	495	537	36.84	175.0	A
b748e8a7-aff0-47e8-8c44-9be56692a70d,chr3,6556199,6557934	17705	17865	1773	1798	17.8	160.0	A
bacd33fe-7585-4043-87a2-b7dd9eda5473,chr3,6556199,6557928	10125	10345	1320	1358	32.2	220.0	A
bda78536-2a0d-4323-816c-65a7dc2e5409,chr3,6556199,6557938	15710	16830	1395	1431	118.87	1120.0	A
bf57c273-4f2c-493c-8d22-bfd567023779,chr3,6556199,6557935	0	0	0	0	0.0	0.0	A
bf5edeb3-ba78-4787-8902-7b53a8ddaa47,chr3,6556199,6556963	8755	10160	812	816	148.97	1405.0	A
bfd6089b-ddcb-4295-97e3-036f914f011f,chr3,6556199,6557041	10025	10585	788	832	57.47	360.0	A
c2a98321-0199-4bcc-a440-e0d0d46037e7,chr3,6556199,6556923	9465	9850	798	818	44.46	385.0	A
c33e9638-03ac-4b16-af18-c0a187729bc4,chr3,6556199,6557938	13365	13955	1275	1327	66.76	590.0	A
c487a3d4-55c4-46e5-bdbb-dbe852707fa7,chr3,6556199,6557927	13910	14895	1369	1411	135.2	960.0	A
c54b7997-4588-44af-83ff-830ea5bab2d2,chr3,6556199,6557935	15415	15790	1362	1382	43.34	362.5	A
c6a5a3e1-a9a6-4f3a-a88b-3b706158a68e,chr3,6556199,6557926	0	0	0	0	0.0	0.0	A
c8717a79-b732-4877-8e51-58012d82a8b5,chr3,6556199,6556923	9410	9575	786	809	16.44	165.0	A
c9187125-5025-49cf-8cf7-98116223be81,chr3,6556199,6556963	11290	12215	715	747	105.37	625.0	A
ca425823-3c82-405a-92b0-f8290a09b06e,chr3,6556199,6556868	6975	7120	608	631	16.34	145.0	A
cbb6461f-4d97-4a4b-8ff9-ab46044d185f,chr3,6556199,6556434	5800	6170	288	306	39.79	370.0	A
cbbd2cfd-6f77-4228-94f5-048a8bd1dfc1,chr3,6556199,6557904	13680	15355	1355	1357	189.99	1675.0	A
cc144bc1-08b8-4f49-b0a2-0a832c90ffe2,chr3,6556199,6556912	8665	9220	772	830	62.86	555.0	A
cc5962ea-e56e-4cd5-9fa3-3de4578e5e20,chr3,6556199,6557938	14420	14665	1293	1295	27.54	245.0	A
cdadbb91-cf70-472e-bd82-91094f9783c9,chr3,6556199,6557938	35100	36200	3256	3287	123.03	1075.0	A
cdc1627a-a723-4880-8cfc-5ce52e9504c6,chr3,6556199,6557938	0	0	0	0	0.0	0.0	A
d1209b2a-bf49-414c-92ce-09605327400e,chr3,6556199,6557934	18630	18750	1766	1784	13.05	120.0	A
d1561264-01aa-4769-8a11-ba890d3f11a2,chr3,6556199,6557938	14490	16140	1381	1388	182.02	1650.0	A
d2367bd0-58b6-437c-b9a2-fbc5db657fb1,chr3,6556199,6557938	14270	15370	1382	1422	121.28	850.0	A
d49dade9-ac9c-4d03-b74a-fe9c0dafe8ce,chr3,6556199,6557887	11015	11685	1326	1381	90.04	645.0	A
d66b738e-3ff8-4b66-9bfc-75130f77a858,chr3,6556199,6556588	5945	6095	444	465	14.6	150.0	A
d8c8bcf1-f7d2-445a-a126-7a9f5183d393,chr3,6556199,6557933	15510	15630	1394	1406	13.29	120.0	A
d98f1dcf-db2d-401c-917b-0d0d86e45889,chr3,6556199,6557769	10680	11440	1121	1154	90.42	760.0	A
dadc602e-22c7-46f1-8e9a-c3d5b1f91029,chr3,6556199,6557883	15680	15800	1336	1349	11.95	120.0	A
dd9bf990-0f78-4c69-8f54-66366fd94252,chr3,6556199,6557937	14825	15140	1405	1420	34.66	315.0	A
de1f1515-b5b4-427c-80f6-667602ea70ed,chr3,6556199,6556785	6900	7340	643	673	49.27	427.5	A
deabc18a-25a2-4995-9c60-ec01a559c673,chr3,6556199,6556664	5535	5635	511	527	10.82	100.0	A
e3f77a85-ced5-484e-ac37-a7b780f41f12,chr3,6556199,6557182	14665	16005	1034	1083	135.22	1340.0	A
e4a1d0f1-07e7-4a92-93db-a5915208b282,chr3,6556199,6557938	12725	12835	1283	1302	12.36	110.0	A
e4ece603-00b8-47eb-a44f-0aff0008207f,chr3,6556199,6556620	6620	6770	477	502	14.72	150.0	A
e5ffd36f-ed6a-40d3-ba1b-36a3b821af85,chr3,6556199,6557938	12495	12670	1262	1291	20.09	175.0	A
ea48791e-1590-4cec-82a7-21374e6c3ba0,chr3,6556199,6556465	4230	5170	338	366	101.25	927.5	A
eb48c68e-d3b7-491e-bfa7-5a9d6e0dc442,chr3,6556199,6556502	3770	6255	361	368	270.32	2485.0	A
ee7cc041-49ea-4b94-94d5-48b420364b52,chr3,6556199,6557042	9405	9755	786	830	35.35	200.0	A
ee9e1db3-dee9-43ee-9dcf-4cebabdde726,chr3,6556199,6557932	9850	10025	1280	1312	26.13	175.0	A
eea2b718-afc4-4841-bfa1-1666fe5f54fd,chr3,6556199,6557938	14900	15050	1401	1422	16.79	150.0	A
eeb1bb8b-3e42-416a-8ede-5ef2542d86ce,chr3,6556199,6557840	0	0	0	0	0.0	0.0	A
f0085442-0e76-4637-8e91-1764910c3a9c,chr3,6556199,6556621	8335	8760	488	505	42.88	425.0	A
f04d856d-585f-4662-a6e7-46ed3e9d99ac,chr3,6556199,6557934	0	0	0	0	0.0	0.0	A
f0ca94b3-32b2-4a96-a067-1950c23ed0a3,chr3,6556199,6557938	13960	14830	1284	1306	93.04	870.0	A
f388c526-51d0-4728-b04e-35f5b75e536d,chr3,6556199,6557434	8855	9245	793	822	42.74	390.0	A
f4462e59-b652-4784-8085-72a4d0cc3714,chr3,6556199,6556854	9375	9490	594	615	10.29	115.0	A
f62bcd45-7613-40f1-80e5-0877a13e563e,chr3,6556199,6557938	20030	21040	1792	1825	103.56	1010.0	A
f66013b9-2558-44ce-8ea7-7acc1c89605a,chr3,6556199,6557938	16215	16350	1393	1411	14.16	135.0	A
f78e5b60-9b47-43e1-9dec-a17dc704d323,chr3,6556199,6557883	54110	55430	4776	4780	139.76	1320.0	A
fa09290d-8e9d-4218-9879-a7ffde2c379c,chr3,6556199,6557134	10155	10935	885	936	81.13	780.0	A
fab24d64-e045-4615-8949-c0fc23c0ad59,chr3,6556199,6556645	6455	6610	520	542	17.9	155.0	A
fd1d793a-513a-48a1-975c-7373972e87df,chr3,6556199,6557178	11440	12275	992	1022	85.17	797.5	A
09dcedb2-52d2-49b4-8782-50bcd440fcfc,chr3,6556200,6556551	0	0	0	0	0.0	0.0	T
0c81a3b5-fd16-4223-a6d3-38f916962497,chr3,6556200,6557938	2275	2500	75	105	28.32	200.0	T
20b12344-34b4-455f-b685-2f45dad6f803,chr3,6556200,6556672	965	1295	79	122	35.31	330.0	T
2287fe93-66e5-49c6-ba11-5e7f5c5ef897,chr3,6556200,6557134	0	0	0	0	0.0	0.0	T
2aa5bc3b-986c-45dd-a82b-ba7ddfd60dcb,chr3,6556200,6556492	0	0	0	0	0.0	0.0	T
402767df-8ca4-4e81-861e-8ab67627a678,chr3,6556200,6557939	1435	1655	75	97	30.28	220.0	T
5ac8056c-ecd1-442e-a81d-786b804c1d1c,chr3,6556200,6556723	1185	1440	77	111	28.53	255.0	T
676e3d21-643b-4ce6-a9be-7ac063da3f24,chr3,6556200,6557884	805	1415	64	116	67.59	460.0	T
698806b2-50cd-4ba4-bcff-319bade8b9f3,chr3,6556200,6557134	2085	2340	77	116	33.28	255.0	T
6de152ba-ba79-46c3-8cb3-528ce8369e38,chr3,6556200,6557934	1205	1475	71	101	33.1	270.0	T
7874dba4-c8a6-4e0b-b64b-e5f2dea80b83,chr3,6556200,6556723	2170	2610	77	116	44.0	440.0	T
7a3fc332-74b9-4329-8323-bdcee05437ed,chr3,6556200,6557884	1255	1715	72	89	47.98	435.0	T
83230f06-228b-4b3a-be39-404f0153670f,chr3,6556200,6557938	1295	1575	75	93	32.12	280.0	T
88664634-45ef-47e3-9365-71da5dffb182,chr3,6556200,6556544	850	1110	71	101	30.11	260.0	T
